ARTICLE CODE|DESCRIPTION|BRAND|BRAND DESCRIPTION|BAR CODE (EAN)|PROFIT CENTER|PROFIT CENTER DESCRIPTION|ARTICLE TYPE|ARTICLE TYPE DESCRIPTION|CATEGORY|CATEGORY DESCRIPTION|SUB CATEGORY|SUB CATEGORY DESCRIPTION|MERCHANDISE CATEGORY|MERCHANDISE CATEGORY DESCRIPTION|RETAIL PRICE|CURRENCY|ACTIVE STATUS|STORE ID|STORE DESCRIPTION|COUNTRY|REMARKS 1|REMARKS 2|REMARKS 3 
90521|BVF EAU BLANC SHAMPOO & S/GEL|BVF|BVLGARI|783320905216|BVF14|BVLGARI EAU THE BLANCE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2140|SHOWER GEL/CREAM/OIL|0|IDR|Y|||ID|FC00||
90531|BVF EAU BLANCE SHAMPOO & S/G 200ML|BVF|BVLGARI|783320905315|BVF14|BVLGARI EAU THE BLANCE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1000|ALL-OVER SHAMPOO|630000|IDR|Y|||ID|FC00||
90532|BVF EAU BLANCE SHAMPOO & S/G 200ML|BVF|BVLGARI|783320905322|BVF14|BVLGARI EAU THE BLANCE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2100|SHAMPOO|525000|IDR|Y|||ID|FC00||
90541|BVF EAU BLANC BODY LOTION 200ML|BVF|BVLGARI|783320905414|BVF14|BVLGARI EAU THE BLANCE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|805000|IDR|Y|||ID|FC00||
90542|BVF EAU PARFUMEE THE BLANC BL 200ML|BVF|BVLGARI|783320905421|BVF14|BVLGARI EAU THE BLANCE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|805000|IDR|Y|||ID|FC00||
90551|BVF EAU BLANC BODY LOTION 200ML|BVF|BVLGARI|2050000137686|BVF14|BVLGARI EAU THE BLANCE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|0|IDR|Y|||ID|FC00||
90573|BVF EAU BLANCE OSHIBORI 12G|BVF|BVLGARI|783320905735|BVF14|BVLGARI EAU THE BLANCE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9100|SAMPLING SET|0|IDR|Y|||ID|FC00||
90600|BVF EAU PARFUMEE THE BLANC EDC 5ML MINI|BVF|BVLGARI|783320906008|BVF14|BVLGARI EAU THE BLANCE|ZPOS|LA: POS Material|10|Fragrance|115|Fragrance - Unisex|9070|MINIATURE|0|IDR|Y|||ID|FC00||
90671|BVF EB GIANT DUMMY 3L|BVF|BVLGARI|2050000132551|BVF25|BVLGARI OMNIA AMETHYSTE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91043|BVF AQVA AMARA ENGLISH TRAINING REMINDER|BVF|BVLGARI|2050000218507|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
91051|BVF AQVA AMARA CHINESE TRAINING REMINDER|BVF|BVLGARI|2050000218620|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
91102|BVF AQVA PH EDT 50ML|BVF|BVLGARI|783320911026|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1040000|IDR|Y|||ID|FC00||
91122|BVF AQVA PH EDT 30ML|BVF|BVLGARI|783320911224|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|840000|IDR|Y|||ID|FC00||
91132|BVF AQ TONIQ EDT 50ML|BVF|BVLGARI|783320911323|BVF04|BVLGARI AQVA POUR HOMME TONIQ|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|725000|IDR|Y|||ID|FC00||
91152|BVF AQVA PH EDT 100ML|BVF|BVLGARI|783320911521|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1450000|IDR|Y|||ID|FC00||
91153|BVF AQVA AMARA EDT 100ML|BVF|BVLGARI|783320911538|BVF34|BVLGARI AQVA POUR HOMME AMARA|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1535000|IDR|Y|||ID|FC00||
91162|BVF AQ TONIQ EDT 100ML|BVF|BVLGARI|783320911620|BVF04|BVLGARI AQVA POUR HOMME TONIQ|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1140000|IDR|Y|||ID|FC00||
91251|BVF AQVA PH A/S LOTION 100ML|BVF|BVLGARI|783320912511|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2120|SHAVING|725000|IDR|Y|||ID|FC00||
91252|BVF AQM PH A/S LOTION 100ML|BVF|BVLGARI|783320912528|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2120|SHAVING|975000|IDR|Y|||ID|FC00||
91302|BVF AQM PH EDT 50ML|BVF|BVLGARI|783320913020|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1040000|IDR|Y|||ID|FC00||
91322|BVF AQM PH EDT 30ML|BVF|BVLGARI|783320913228|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|840000|IDR|Y|||ID|FC00||
91332|BVF AQM TONIQ EDT 50ML|BVF|BVLGARI|783320913327|BVF03|BVLGARI AQVA POUR HOMME MARINE TONIQ|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|835000|IDR|Y|||ID|FC00||
91352|BVF AQM PH EDT 100ML|BVF|BVLGARI|783320913525|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1450000|IDR|Y|||ID|FC00||
91491|BVF AQVA AMARA SET-EDT100+EDT15|BVF|BVLGARI|783320914911|BVF34|BVLGARI AQVA POUR HOMME AMARA|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|1245000|IDR|Y|||ID|FC00||
91522|BVF AQM PH SHAMPOO & S/G 200ML|BVF|BVLGARI|783320915222|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1000|ALL-OVER SHAMPOO|400000|IDR|Y|||ID|FC00||
91523|BVF AQ TONIQ SHAMPOO & S/G 150ML|BVF|BVLGARI|783320915239|BVF04|BVLGARI AQVA POUR HOMME TONIQ|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1000|ALL-OVER SHAMPOO|0|IDR|Y|||ID|FC00||
91524|BVF AQM TONIQ SHAMPOO & S/G 150ML|BVF|BVLGARI|783320915246|BVF03|BVLGARI AQVA POUR HOMME MARINE TONIQ|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1000|ALL-OVER SHAMPOO|0|IDR|Y|||ID|FC00||
91525|BVF AQVA PH SHAMPOO & S/G 200ML|BVF|BVLGARI|783320915253|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1000|ALL-OVER SHAMPOO|545000|IDR|Y|||ID|FC00||
91526|BVF AQM PH SHAMPOO & S/G 200ML|BVF|BVLGARI|783320915260|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1000|ALL-OVER SHAMPOO|545000|IDR|Y|||ID|FC00||
91528|BVF AQVA AMARA SHAMPOO & SG 200ML|BVF|BVLGARI|783320915284|BVF34|BVLGARI AQVA POUR HOMME AMARA|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1000|ALL-OVER SHAMPOO|545000|IDR|Y|||ID|FC00||
91529|BVF AQVA PH BODY SPLASH 100ML|BVF|BVLGARI|783320915291|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2140|SHOWER GEL/CREAM/OIL|0|IDR|Y|||ID|FC00||
91530|BVF AQVA PH BODY SPLASH 100ML TS|BVF|BVLGARI|783320915307|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91531|BVF AQM PH BODYCARE GEL 150ML|BVF|BVLGARI|783320915314|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2140|SHOWER GEL/CREAM/OIL|775000|IDR|Y|||ID|FC00||
91532|BVF AQM PH BODYCARE GEL 150ML TS|BVF|BVLGARI|783320915321|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91541|BVF AQVA PH A/S EMULSION 100ML|BVF|BVLGARI|783320915413|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2120|SHAVING|525000|IDR|Y|||ID|FC00||
91543|BVF AQM PH A/S EMULSION 100ML|BVF|BVLGARI|783320915437|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2120|SHAVING|575000|IDR|Y|||ID|FC00||
91544|BVF AQVA PH A/S EMULSION 100ML|BVF|BVLGARI|783320915444|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|2120|SHAVING|575000|IDR|Y|||ID|FC00||
91547|BVF AQVA PH FACE BALM 50ML|BVF|BVLGARI|783320915475|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1030|BALMS|0|IDR|Y|||ID|FC00||
91548|BVF AQVA PH FACE BALM 50ML TS|BVF|BVLGARI|783320915482|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91549|BVF AQM PH FACE BALM 50ML|BVF|BVLGARI|783320915499|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1030|BALMS|0|IDR|Y|||ID|FC00||
91550|BVF AQM PH FACE BALM 50ML TS|BVF|BVLGARI|783320915505|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91561|BVF AQVA PH DEO SPRAY 100ML|BVF|BVLGARI|783320915611|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1340|DEODORANT|0|IDR|Y|||ID|FC00||
91563|BVF AQM PH DEO STICK 75G|BVF|BVLGARI|783320915635|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1340|DEODORANT|495000|IDR|Y|||ID|FC00||
91564|BVF AQM PH DEO SPRY 100ML|BVF|BVLGARI|783320915642|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1340|DEODORANT|0|IDR|Y|||ID|FC00||
91565|BVF AQVA PH DEO STICK 75G|BVF|BVLGARI|783320915659|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1340|DEODORANT|495000|IDR|Y|||ID|FC00||
91566|BVF AQVA PH DEO SPRY 100ML|BVF|BVLGARI|783320915666|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1340|DEODORANT|0|IDR|Y|||ID|FC00||
91600|BVF AQVA PH EDT 5ML MINI|BVF|BVLGARI|783320916007|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91601|BVF AQM PH EDT 5ML MINI|BVF|BVLGARI|783320916014|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91603|BVF AQVA PH EDT 50ML TS|BVF|BVLGARI|2050000119620|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91611|BVF AQVA AMARA EDT 1.5ML VIAL|BVF|BVLGARI|783320916113|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9120|VIAL|0|IDR|Y|||ID|FC00||
91612|BVF AQVA AMARA EDT 5ML MINI|BVF|BVLGARI|783320916120|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91615PS|BVF AQVA AMARA EDT 100ML PS|BVF|BVLGARI|2050000210525|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9060|PRE-SERIES|0|IDR|N|||ID|FC00||
91624|BVF AQM PH 1.5ML VIAL|BVF|BVLGARI|783320916243|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9120|VIAL|0|IDR|Y|||ID|FC00||
91625|BVF AQVA PH EDT 1.5ML VIAL|BVF|BVLGARI|783320916250|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9120|VIAL|0|IDR|Y|||ID|FC00||
91626|BVF AQVA PH EDT 10ML GWP|BVF|BVLGARI|783320916267|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91628|BVF AQVA PH EDT 1.5ML VIAL|BVF|BVLGARI|783320916281|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9120|VIAL|0|IDR|Y|||ID|FC00||
91629|BVF AQM PH EDT 1.5ML VIAL|BVF|BVLGARI|783320916298|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9120|VIAL|0|IDR|Y|||ID|FC00||
91630|BVF AQVA AMARA EDT 15ML GWP|BVF|BVLGARI|783320916304|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91635|BVF AQ TONIQ LIQUATOUCH SAMPLE|BVF|BVLGARI|2050000001277|BVF04|BVLGARI AQVA POUR HOMME TONIQ|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9120|VIAL|0|IDR|Y|||ID|FC00||
91636|BVF AQM TONIQ LIQUATOUCH SAMPLE|BVF|BVLGARI|2050000001284|BVF03|BVLGARI AQVA POUR HOMME MARINE TONIQ|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9120|VIAL|0|IDR|Y|||ID|FC00||
91638|BVF AQVA AMARA DELUXE SAMP-EDT1.5+SSG10|BVF|BVLGARI|783320916380|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9100|SAMPLING SET|0|IDR|Y|||ID|FC00||
91640|BVF AQVA PH12 DUO SAMPLING SET|BVF|BVLGARI|783320916403|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9100|SAMPLING SET|0|IDR|Y|||ID|FC00||
91643|BVF AQVA PH SHAMPOO & S/G 30ML GWP|BVF|BVLGARI|783320916434|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
91644|BVF AQVA PH SET GWP-ASE 75ML+SSG 75ML|BVF|BVLGARI|783320916441|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
91653|BVF AQVA PH EDT 100ML TS|BVF|BVLGARI|783320916533|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91654|BVF AQM PH EDT 100ML TS|BVF|BVLGARI|783320916540|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91656|BVF AQ TONIQ EDT 100ML TS|BVF|BVLGARI|783320916564|BVF04|BVLGARI AQVA POUR HOMME TONIQ|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91657|BVF AQM TONIQ EDT 100ML TS|BVF|BVLGARI|783320916571|BVF03|BVLGARI AQVA POUR HOMME MARINE TONIQ|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91658|BVF AQVA PH EDT 150ML TS|BVF|BVLGARI|783320916588|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91659|BVF AQM PH EDT 150ML TS|BVF|BVLGARI|783320916595|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91661|BVF AQM PH EDT 10ML GWP|BVF|BVLGARI|783320916618|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91662|BVF AQVA PH EDT 15ML GWP|BVF|BVLGARI|783320916625|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9070|MINIATURE|0|IDR|Y|||ID|FC00||
91663|BVF AQM PH EDT 15ML GWP|BVF|BVLGARI|2050000144943|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9070|MINIATURE|0|IDR|Y|||ID|FC00||
91664|BVF AQVA PH EDT 10ML GWP|BVF|BVLGARI|783320916649|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91665|BVF AQVA PH MARINE EDT 10ML GWP|BVF|BVLGARI|2050000136030|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9070|MINIATURE|0|IDR|Y|||ID|FC00||
91667|BVF AQVA PH EDT 15ML GWP|BVF|BVLGARI|783320916670|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91668|BVF AQM PH EDT 15ML GWP|BVF|BVLGARI|783320916687|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91669|BVF AQM PH EDT 1.5ML VIAL|BVF|BVLGARI|783320916694|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9120|VIAL|0|IDR|Y|||ID|FC00||
91670|BVF AQVA PH BODY SCRUB SOAP GWP|BVF|BVLGARI|783320916700|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
91671|BVF AQVA PH 50ML DUMMY|BVF|BVLGARI|783320916717|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91672|BVF AQVA PH EDT DUMMY 100ML|BVF|BVLGARI|783320916724|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91680|BVF AQVA PH DELUXE SAMPLING SET|BVF|BVLGARI|783320916809|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9100|SAMPLING SET|0|IDR|Y|||ID|FC00||
91681|BVF AQM PH EDT DUMMY 50ML|BVF|BVLGARI|783320916816|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91682|BVF AQM PH EDT DUMMY 100ML|BVF|BVLGARI|783320916823|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91685|BVF AQVA PH EDT DUMMY 150ML|BVF|BVLGARI|783320916854|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91686|BVF AQM PH EDT DUMMY 150ML|BVF|BVLGARI|783320916861|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91687|BVF AQVA AMARA EDT 100ML DUMMY|BVF|BVLGARI|783320916878|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91688|BVF AQVA AMARA EDT 100ML TS|BVF|BVLGARI|783320916885|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
91690|BVF AQVA PH BATHLINE TRAVEL SET GWP|BVF|BVLGARI|783320916908|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
91693|BVF AQM PH SHAMPOO & S/G 30ML GWP|BVF|BVLGARI|783320916939|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
91694|BVF AQM PH A/S EMULSION 30ML GWP|BVF|BVLGARI|783320916946|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
91696|BVF AQ TONIQ TOWEL GWP|BVF|BVLGARI|783320916960|BVF04|BVLGARI AQVA POUR HOMME TONIQ|ZPOS|LA: POS Material|45|Fashion Accessories|260|Fashion Accessories - Men|9040|GWP|0|IDR|Y|||ID|FC00||
91697|BVF AQVA AMARA GIANT DUMMY|BVF|BVLGARI|783320916977|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91698|BVF AQVA AMARA DUO SAMPLING SET|BVF|BVLGARI|783320916984|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9100|SAMPLING SET|0|IDR|Y|||ID|FC00||
91712|BVF UNSCENTED BLOTTER CARDS 1=100|BVF|BVLGARI|783320917127|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9090|SAMPLING CARDS|0|IDR|N|||ID|FC00||
91747|BVF AQVA PH COUNTER TS DISPLAY|BVF|BVLGARI|783320917479|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91824|BVF AQT DUO COUNTER TS DISP|BVF|BVLGARI|783320918247|BVF04|BVLGARI AQVA POUR HOMME TONIQ|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91828|BVF AQT A4 DOUBLE SIDED DISPLAY|BVF|BVLGARI|783320918285|BVF04|BVLGARI AQVA POUR HOMME TONIQ|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91832|BVF AQVA PH TESTER HOLDER 1=5|BVF|BVLGARI|783320918322|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91833|BVF AQVA PH SHELF GLORIFIER 150ML|BVF|BVLGARI|783320918339|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91841|BVF AQVA AMARA A4 DOUBLE SIDED DISPLAY|BVF|BVLGARI|783320918414|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91842|BVF AQVA AMARA A5 DOUBLE SIDED DISPLAY|BVF|BVLGARI|783320918421|BVF34|BVLGARI AQVA POUR HOMME AMARA|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
91958|BVF AQT SHELF GLORIFIER SINGLE|BVF|BVLGARI|783320919589|BVF04|BVLGARI AQVA POUR HOMME TONIQ|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
