ARTICLE CODE|DESCRIPTION|BRAND|BRAND DESCRIPTION|BAR CODE (EAN)|PROFIT CENTER|PROFIT CENTER DESCRIPTION|ARTICLE TYPE|ARTICLE TYPE DESCRIPTION|CATEGORY|CATEGORY DESCRIPTION|SUB CATEGORY|SUB CATEGORY DESCRIPTION|MERCHANDISE CATEGORY|MERCHANDISE CATEGORY DESCRIPTION|RETAIL PRICE|CURRENCY|ACTIVE STATUS|STORE ID|STORE DESCRIPTION|COUNTRY|REMARKS 1|REMARKS 2|REMARKS 3 
BV82740|BVF JN CAP FOR TESTR 100ML|BVF|BVLGARI|783320827402|BVF19|BVLGARI JASMIN NOIR|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
BV83384|BVF PH EXT EDT 30ML|BVF|BVLGARI|783320833847|BVF21|BVLGARI POUR HOMME EXTREME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|0|IDR|Y|||ID|FC00||
BV83670|BVF PH EXT EDT 100ML TS|BVF|BVLGARI|783320836701|BVF21|BVLGARI POUR HOMME EXTREME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9140|REGULAR TESTER|0|IDR|N|||ID|FC00||
BV90397|BVF EAU BLANCE REFRESHING TOWEL|BVF|BVLGARI|2050000066979|BVF14|BVLGARI EAU THE BLANCE|ZPOS|LA: POS Material|45|Fashion Accessories|255|Fashion Accessories - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
BV91362|BVF AQM TONIQ EDT 100ML|BVF|BVLGARI|783320913624|BVF03|BVLGARI AQVA POUR HOMME MARINE TONIQ|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|950000|IDR|Y|||ID|FC00||
BV91576|BVF AQVA PH12 TOWEL GWP|BVF|BVLGARI|783320915765|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|45|Fashion Accessories|260|Fashion Accessories - Men|9040|GWP|0|IDR|Y|||ID|FC00||
BV91744|BVF AQM PH A5 DOUBLE SIDED DISPLAY|BVF|BVLGARI|783320917448|BVF02|BVLGARI AQVA POUR HOMME MARINE|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
BV91834|BVF AQVA PH DOUBLE COUNTER TST DISPLAY|BVF|BVLGARI|783320918346|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
BV92921|BVF OMC DUO PERF REFILL 1=8|BVF|BVLGARI|783320929212|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
BV97154|BVF BVL MAN SILVER L.E EDT 100ML|BVF|BVLGARI|783320971549|BVF11|BVLGARI BVL MAN|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|1430|EDT|1140000|IDR|Y|||ID|FC00||
BV97610|BVF MAN EXT OLFACTIVE KIT|BVF|BVLGARI|783320976100|BVF33|BVLGARI BVL MAN EXTREME|ZPOS|LA: POS Material|10|Fragrance|100|Fragrance - Men|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
BVF40110|BVF CRYSTAL SPR18- EDT40+BL40+SG40|BVF|BVLGARI|783320401107|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40111|BVF MIB SPR18-EDP60+SSG40+ASB40|BVF|BVLGARI|783320401114|BVF36|BVLGARI MAN IN BLACK|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40112|BVF ROSE GOLDEA SPR18 - EDP50+EDP15|BVF|BVLGARI|783320401121|BVF43|BVLGARI ROSE GOLDEA|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40113|BVF GTRN SPR18-EDP50+EDP15|BVF|BVLGARI|783320401138|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40114|BVF CRYSTAL SPR18-EDT65+SOAP75+BL75+PCH|BVF|BVLGARI|783320401145|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40115|BVF AMETH SPR18- EDT65+SOAP75+BL75+PCH|BVF|BVLGARI|783320401152|BVF25|BVLGARI OMNIA AMETHYSTE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40116|BVF CORAL SPR18-EDT65+SOAP75+BL75+PCH|BVF|BVLGARI|783320401169|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40117|BVF MIB SPR18-EDP100+SG75+ASB75+PCH|BVF|BVLGARI|783320401176|BVF36|BVLGARI MAN IN BLACK|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40118|BVF M BLK C SPR18-EDT100+SG75+ASB75+PCH|BVF|BVLGARI|783320401183|BVF44|BVLGARI MAN BLACK COLOGNE EDT|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40119|BVF BLV PH SPR18 -EDT100+SSG75+ASB75+PCH|BVF|BVLGARI|783320401190|BVF07|BVLGARI BLUE MEN'S LINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40120|BVF AQPH SPR18- EDT100+SSG75+ASB75+PCH|BVF|BVLGARI|783320401206|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40121|BVF AQPHATL SPR18-EDT100+SSG75+ASB75+PCH|BVF|BVLGARI|783320401213|BVF44|BVLGARI MAN BLACK COLOGNE EDT|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40122|BVF AQVA MAR SPR18-EDT100+SG75+ASB75+PCH|BVF|BVLGARI|2050000551666|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40123|BVF GOLDEA SPR18-EDP90+BL75+SSG75+PCH|BVF|BVLGARI|783320401237|BVF41|BVLGARI GOLDEA|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40124|BVF ROSEGOLDEA SPR18-EDP90+BL75+SG75+PCH|BVF|BVLGARI|783320401244|BVF43|BVLGARI ROSE GOLDEA|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40125|BVF GOLDEA TRN SPR18-EDP75+EDP15+PCH|BVF|BVLGARI|783320401251|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF40127|BVF SPR18 WOMEN POUCH GWP|BVF|BVLGARI|783320401275|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40128|BVF SPR18 MEN POUCH GWP|BVF|BVLGARI|783320401282|BVF01|BVLGARI AQVA POUR HOMME|ZPOS|LA: POS Material|45|Fashion Accessories|260|Fashion Accessories - Men|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40207|BVF MJN JEWEL CHARM L.E EDP 25ML|BVF|BVLGARI|783320402074|BVF22|BVLGARI MON JASMIN NOIR|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1420|EDP|690000|IDR|Y|||ID|FC00||
BVF40208|BVF MJNLE JEWEL CHARM L.E EDT 25ML|BVF|BVLGARI|783320402081|BVF23|BVLGARI MON JASMIN NOIR L'EAU EXQUISE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1430|EDT|690000|IDR|Y|||ID|FC00||
BVF40524|BVF MAN WOOD ESSENCE BLOTTER CARD 1=100|BVF|BVLGARI|2050000559549|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40525|BVF MAN WOOD ESSENCE NOVELTY PLOT|BVF|BVLGARI|2050000559532|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40526|BVF MAN WOOD ESSEN SHELF TESTER DISPLAY|BVF|BVLGARI|2050000559525|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40527|BVF MAN WOOD ESS COUNTER TESTER DISPLAY|BVF|BVLGARI|2050000559518|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40636|BVF JN EDP 1.5ML VIAL|BVF|BVLGARI|783320406362|BVF19|BVLGARI JASMIN NOIR|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9120|VIAL|0|IDR|Y|||ID|FC00||
BVF40637|BVF MJN EDP 1.5ML VIAL|BVF|BVLGARI|783320406379|BVF22|BVLGARI MON JASMIN NOIR|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9120|VIAL|0|IDR|Y|||ID|FC00||
BVF40638|BVF MJNLE EDT 1.5ML VIAL|BVF|BVLGARI|783320406386|BVF23|BVLGARI MON JASMIN NOIR L'EAU EXQUISE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9120|VIAL|0|IDR|Y|||ID|FC00||
BVF40683|BVF EYE MASK TRAINING MATERIAL|BVF|BVLGARI|2050000255243|BVF37|BVLGARI LE GEMME|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
BVF40695|BVF MJNLE B/L 40ML GWP|BVF|BVLGARI|783320406959|BVF23|BVLGARI MON JASMIN NOIR L'EAU EXQUISE|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40697|BVF JN GWP KIT-SG 40ML+BL 40ML|BVF|BVLGARI|783320406973|BVF19|BVLGARI JASMIN NOIR|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40701|BVF MJN LE SOAP 50GR GWP|BVF|BVLGARI|783320407017|BVF23|BVLGARI MON JASMIN NOIR L'EAU EXQUISE|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40725|BVF OMNIA PINK SAPPHIRE EDT 65ML DUMMY|BVF|BVLGARI|2050000532283|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF40860|BVF JN ELIXIR SLEEVE 1=5|BVF|BVLGARI|2050000370069|BVF19|BVLGARI JASMIN NOIR|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF40861|BVF MJN ELIXIR SLEEVE 1=5|BVF|BVLGARI|2050000370076|BVF22|BVLGARI MON JASMIN NOIR|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF40973|BVF OMNIA AMETHYSTE BODY LOTION 75ML GWP|BVF|BVLGARI|2050000561627|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF41001|BVF OM PINK SAPPHIRE BLOTTERS 1=100|BVF|BVLGARI|783320410017|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF41002|BVF OM PINK SAPPHIRE NOVELTY PLOT|BVF|BVLGARI|783320410024|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF41003|BVF OM PINK SAPPHIRE SHELF TS DISPLAY|BVF|BVLGARI|783320410031|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF41006|BVF OM PINK SAPPHIRE SINGLE TS DISPLAY|BVF|BVLGARI|783320410062|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF41007|BVF OM PINK SAPPHIRE COUNTER DISPLAY|BVF|BVLGARI|783320410079|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF41016|BVF OM PINK SAPPHIRE PASSPORT COVER GWP|BVF|BVLGARI|783320410161|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|ZPOS|LA: POS Material|45|Fashion Accessories|255|Fashion Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF41017|BVF OM PINK SAPPHIRE POUCH GWP|BVF|BVLGARI|783320410178|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|ZPOS|LA: POS Material|45|Fashion Accessories|255|Fashion Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF41018|BVF OM PINK SAPPHIRE POMPON GWP|BVF|BVLGARI|783320410185|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|ZPOS|LA: POS Material|45|Fashion Accessories|255|Fashion Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF43758|BVF MIX-W&M-LPOS CONTAINER SPRING2018 NA|BVF|BVLGARI|2050000533303|BVF25|BVLGARI OMNIA AMETHYSTE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
BVF45200|BVF OIG JEWEL CHARM EDT 25ML|BVF|BVLGARI|783320452000|BVF35|BVLGARI OMNIA GARNET|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1430|EDT|775000|IDR|Y|||ID|FC00||
BVF45621|BVF OIG DELUXE SAMPLING SET|BVF|BVLGARI|783320456213|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9100|SAMPLING SET|0|IDR|Y|||ID|FC00||
BVF45630|BVF OM GARNET CREATIVE SAMP MINI EDT 3ML|BVF|BVLGARI|783320456305|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9070|MINIATURE|0|IDR|Y|||ID|FC00||
BVF45672|BVF OIG B/L 40ML GWP|BVF|BVLGARI|783320456725|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
BVF45700|BVF OM GARNET SOAP 50GR GWP|BVF|BVLGARI|783320457005|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|20|Bath and Body|120|Bathline (SG, BL, Scrub)|9040|GWP|0|IDR|Y|||ID|FC00||
BVF45701|BVF OM GARNET EDT PURSE SPRAY 15ML GWP|BVF|BVLGARI|783320457012|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF45930|BVF OIG PRESS KIT|BVF|BVLGARI|2050000225925|BVF35|BVLGARI OMNIA GARNET|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF45931|BVF OM CRYSTAL XM18- EDT40+SG40+BL40|BVF|BVLGARI|783320459313|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45932|BVF P SAPPHIRE XM18-EDT40+SG40+BL40|BVF|BVLGARI|783320459320|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45933|BVF ROSEGOLDEA XM18-EDP50+SG40+BL40|BVF|BVLGARI|783320459337|BVF43|BVLGARI ROSE GOLDEA|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45934|BVF GTRN XM18-EDP50+SG40+BL40|BVF|BVLGARI|783320459344|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45935|BVF MIB XM18-EDP60+SG40+ASB40|BVF|BVLGARI|783320459351|BVF36|BVLGARI MAN IN BLACK|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45936|BVF OM CRYSTAL XM18-EDT65+SG75+BL75+PCH|BVF|BVLGARI|783320459368|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45937|BVF OM AMETH XM18-EDT65+EDT15+POUCH|BVF|BVLGARI|783320459375|BVF25|BVLGARI OMNIA AMETHYSTE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45938|BVF OM CORAL XM18-EDT65+EDT15+POUCH|BVF|BVLGARI|783320459382|BVF26|BVLGARI OMNIA CORAL|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45939|BVF P SAPPHIRE XM18-EDT65+SG75+BL75+PCH|BVF|BVLGARI|783320459399|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45940|BVF ROSEGOLDEA XM18-EDP90+SG75+BL75+PCH|BVF|BVLGARI|783320459405|BVF43|BVLGARI ROSE GOLDEA|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45941|BVF GTRN XM18-EDP75+SG75+BL75+POUCH|BVF|BVLGARI|783320459412|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45942|BVF AQVA PH XM18-EDT100+SG75+ASB75+PCH|BVF|BVLGARI|783320459429|BVF01|BVLGARI AQVA POUR HOMME|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45943|BVF APH MARIN XM18-EDT100+SG75+ASB75+PCH|BVF|BVLGARI|783320459436|BVF02|BVLGARI AQVA POUR HOMME MARINE|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45946|BVF MIB XM18-EDP100+SG75+ASB75+PCH|BVF|BVLGARI|783320459467|BVF36|BVLGARI MAN IN BLACK|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45947|BVF MAN WOOD ESS EDP XM18-EDP100+EDP15|BVF|BVLGARI|783320459474|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45948|BVF XM18 WOMEN POUCH GWP|BVF|BVLGARI|783320459481|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF45949|BVF PH EXTREME MEN XM18 POUCH GWP|BVF|BVLGARI|783320459498|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF45950|BVF MIX-W&M-LPOS CONTAINER XM18 NA|BVF|BVLGARI|783320459504|BVF25|BVLGARI OMNIA AMETHYSTE|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9000|DISPLAY MATERIAL|0|IDR|N|||ID|FC00||
BVF45951|BVF MIX-W&M-L POS CARD XM18|BVF|BVLGARI|783320459511|BVF43|BVLGARI ROSE GOLDEA|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF45953|BVF MIX-W&M-WRAPPING PAPER XM18|BVF|BVLGARI|783320459535|BVF43|BVLGARI ROSE GOLDEA|ZPOS|LA: POS Material|10|Fragrance|110|Fragrance - Women|9030|PRINT MATERIAL|0|IDR|N|||ID|FC00||
BVF45956|BVF CRYSTAL XM18-EDT65ML+EDT15ML|BVF|BVLGARI|2050000562938|BVF27|BVLGARI OMNIA CRYSTALLINE|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF45957|BVF AQVA ATL XM18-EDT100ML+EDT15ML|BVF|BVLGARI|2050000562921|BVF44|BVLGARI MAN BLACK COLOGNE EDT|HAWA|LA: Selling Stock|10|Fragrance|100|Fragrance - Men|2450|PRINCIPAL COFF SET|0|IDR|Y|||ID|FC00||
BVF46100|BVF MAN WOOD ESSENCE EDP 100ML|BVF|BVLGARI|2050000559679|BVF37|BVLGARI LE GEMME|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1420|EDP|0|IDR|Y|||ID|FC00||
BVF46101|BVF MAN WOOD ESSENCE EDP 60ML|BVF|BVLGARI|2050000559662|BVF37|BVLGARI LE GEMME|HAWA|LA: Selling Stock|10|Fragrance|110|Fragrance - Women|1420|EDP|0|IDR|Y|||ID|FC00||
BVF46102|BVF MAN WOOD ESSENCE ASB 100ML|BVF|BVLGARI|2050000559655|BVF51|BVLGARI GOLDEA THE ROMAN NIGHT|HAWA|LA: Selling Stock|20|Bath and Body|120|Bathline (SG, BL, Scrub)|1140|BODY LOTION|0|IDR|Y|||ID|FC00||
BVF46103|BVF MAN WOOD ESSENCE EDP 15ML GWP|BVF|BVLGARI|2050000559648|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46104|BVF MAN WOOD ESSENCE EDP 5ML GWP|BVF|BVLGARI|2050000559631|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46105|BVF MAN WOOD ESSENCE ABS 40ML GWP|BVF|BVLGARI|2050000559624|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46106|BVF MAN WOOD ESSENCE EDP 1.5ML VIAL|BVF|BVLGARI|2050000559617|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46107|BVF MAN WOOD ESS SAMP KIT- 1.5EDP+10ASB|BVF|BVLGARI|2050000559600|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46108|BVF MAN WOOD ESSENCE PASSPORT COVER GWP|BVF|BVLGARI|2050000559594|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46109|BVF MAN WOOD ESSENCE TRAVEL POUCH GWP|BVF|BVLGARI|2050000559587|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46110|BVF MAN WOOD ESSENCE DOCUMENT HOLDER GWP|BVF|BVLGARI|2050000559570|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46111|BVF MAN WOOD ESSENCE EDP 100ML TS|BVF|BVLGARI|2050000559563|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46112PS|BVF MAN WOOD ESSENCE EDP 100ML PS|BVF|BVLGARI|783320461125|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
BVF46113|BVF MAN WOOD ESSENCE EDP 100ML DUMMY|BVF|BVLGARI|2050000559556|BVF27|BVLGARI OMNIA CRYSTALLINE|ZPOS|LA: POS Material|50|Beauty Accessories|265|Beauty Accessories - Women|9040|GWP|0|IDR|Y|||ID|FC00||
